rank,player,position,inches,weight,forty,city,state,state2,state3,high school,college,player_url,class,teamid,Unnamed: 15,percent rank
96, Erin Collins   (DS#96 RB/Overall: #9999), RB,73,210.0,4.50 - 4.68,Plant City,FL,,,Armwood,Northern Illinois,https://draftscout.com/dsprofile.php?PlayerId=1052506&DraftYear=2022,2022,105,,0.09615384615384615
145, Dillon Thomas   (DS#145 CB/Overall: #9999), CB,73,188.0,4.52 - 4.70,Kansas City,MO,,,Park Hill South,Northern Illinois,https://draftscout.com/dsprofile.php?PlayerId=1025201&DraftYear=2022,2022,105,,0.1705882352941176
148, Michael Kennedy   (DS#148 OLB/Overall: #9999), OLB,73,220.0,4.76 - 4.95,Chicago,IL,,,Mt. Carmel,Northern Illinois,https://draftscout.com/dsprofile.php?PlayerId=1025004&DraftYear=2022,2022,105,,0.0
220, Cole Tucker   (DS#220 WR/Overall: #9999), WR,73,198.0,4.43 - 4.62,DeKalb,IL,,,DeKalb,Northern Illinois,https://draftscout.com/dsprofile.php?PlayerId=1018276&DraftYear=2022,2022,105,,0.06167400881057272
29, Bryce Harris   (DS#29 C/Overall: #9999), C,74,295.0,5.08 - 5.30,Akron,OH,,,Firestone,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1004029&DraftYear=2022,2022,106,,0.618421052631579
41, Bryant Koback   (DS#41 RB/Overall: #9999), RB,71,205.0,4.50 - 4.68,Holland,OH,,,Springfield,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1022683&DraftYear=2022,2022,106,,0.6153846153846154
46, Tycen Anderson   (DS#46 SS/Overall: #9999), SS,74,205.0,4.55 - 4.75,Toledo,OH,,,St Johns Jesuit,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1025470&DraftYear=2022,2022,106,,0.5855855855855856
62, Samuel Womack   (DS#62 CB/Overall: #9999), CB,69,185.0,4.42 - 4.62,Denver,MI,,,East English Village Prep,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1024708&DraftYear=2022,2022,106,,0.6411764705882352
65, Eli Peters   (DS#65 QB/Overall: #9999), QB,73,195.0,4.73 - 4.92,Jacksonville,FL,,,Sandalwood,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1027750&DraftYear=2022,2022,106,,0.21250000000000002
76, Jamal Hines   (DS#76 OLB/Overall: #9999), OLB,74,250.0,4.68 - 4.87,Cincinnati,OH,,,Princeton,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1024924&DraftYear=2022,2022,106,,0.4758620689655172
85, Saeed Holt   (DS#85 FS/Overall: #9999), FS,72,195.0,4.56 - 4.75,Pittsburgh,PA,,,Woodland Hills,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1024698&DraftYear=2022,2022,106,,0.0117647058823529
94, Desjuan Johnson   (DS#94 DE/Overall: #9999), DE,74,255.0,4.75 - 4.94,Detroit,MI,,,East English Village Prep,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1031101&DraftYear=2022,2022,106,,0.23140495867768596
95, Vitaliy Gurman   (DS#95 OG/Overall: #9999), OG,75,307.0,5.34 - 5.56,Rochester,NY,,,Spencerport,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1038129&DraftYear=2022,2022,106,,0.44378698224852076
109, Bryce Mitchell   (DS#109 WR/Overall: #9999), WR,74,207.0,4.54 - 4.73,Toledo,OH,,,Bowsher,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1025311&DraftYear=2022,2022,106,,0.5286343612334802
124, Daniel Bolden   (DS#124 ILB/Overall: #9999), ILB,72,235.0,4.75 - 4.95,Cincinnati,OH,,,Colerian,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1024696&DraftYear=2022,2022,106,,0.024390243902439046
145, Dyontae Johnson   (DS#145 OLB/Overall: #9999), OLB,74,230.0,4.73 - 4.92,Detroit,MI,,,Cass Tech,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1049303&DraftYear=2022,2022,106,,0.01379310344827589
147, Danzel McKinley-Lewis   (DS#147 WR/Overall: #9999), WR,70,190.0,4.42 - 4.60,Pittsburgh,PA,,,Seton-LaSalle,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1003498&DraftYear=2022,2022,106,,0.3612334801762115
154, Justin Clark   (DS#154 CB/Overall: #9999), CB,71,180.0,4.54 - 4.75,Pontiac,MI,,,West Bloomfield,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1024612&DraftYear=2022,2022,106,,0.11764705882352944
213, Isaiah Winstead   (DS#213 WR/Overall: #9999), WR,74,210.0,4.55 - 4.75,Richmond,VA,,,Highland Springs,Toledo,https://draftscout.com/dsprofile.php?PlayerId=1052409&DraftYear=2022,2022,106,,0.09251101321585908
37, Bricen Garner   (DS#37 SS/Overall: #9999), SS,73,190.0,4.46 - 4.65,Pittsburgh,PA,,,Pittsburgh Central Catholic,Western Michigan,https://draftscout.com/dsprofile.php?PlayerId=1023526&DraftYear=2022,2022,107,,0.6666666666666667
38, Nick Mihalic   (DS#38 P/Overall: #9999), P,71,190.0,4.80 - 4.98,Stokie,IL,,,Niles North,Western Michigan,https://draftscout.com/dsprofile.php?PlayerId=1019957&DraftYear=2022,2022,107,,0.19148936170212771
41, A.J. Thomas   (DS#41 SS/Overall: #9999), SS,74,210.0,4.57 - 4.76,Detroit,MI,,,University of Detroit Jesuit,Western Michigan,https://draftscout.com/dsprofile.php?PlayerId=1025453&DraftYear=2022,2022,107,,0.6306306306306306
42, Mike Caliendo   (DS#42 OG/Overall: #9999), OG,75,300.0,5.14 - 5.35,Brookfield,WI,,,Brookfield East,Western Michigan,https://draftscout.com/dsprofile.php?PlayerId=1017246&DraftYear=2022,2022,107,,0.757396449704142
43, Ralph Holley   (DS#43 DT/Overall: #9999), DT,74,285.0,5.02 - 5.24,West Bloomfield,MI,,,St. Marys Prep,Western Michigan,https://draftscout.com/dsprofile.php?PlayerId=1023444&DraftYear=2022,2022,107,,0.5981308411214954
52, Ali Fayad   (DS#52 OLB/Overall: #9999), OLB,73,255.0,4.74 - 4.93,Dearborn,MI,,,Dearborn,Western Michigan,https://draftscout.com/dsprofile.php?PlayerId=1024602&DraftYear=2022,2022,107,,0.6413793103448275
68, LaDarius Jefferson   (DS#68 RB/Overall: #9999), RB,72,223.0,4.55 - 4.74,Columbia,MS,,,Muskegon,Western Michigan,https://draftscout.com/dsprofile.php?PlayerId=1022451&DraftYear=2022,2022,107,,0.3557692307692307
102, Dylan Deatherage   (DS#102 OG/Overall: #9999), OG,75,300.0,5.08 - 5.28,Kankakee,IL,,,Bishop Mcnamara,Western Michigan,https://draftscout.com/dsprofile.php?PlayerId=1024737&DraftYear=2022,2022,107,,0.4023668639053254
123, Patrick Lupro   (DS#123 CB/Overall: #9999), CB,69,185.0,4.40 - 4.58,Belleville,MI,,,Belleville,Western Michigan,https://draftscout.com/dsprofile.php?PlayerId=1037570&DraftYear=2022,2022,107,,0.2823529411764706
153, Jaylen Hall   (DS#153 WR/Overall: #9999), WR,75,185.0,4.45 - 4.63,Macomb,MI,,,Dakota,Western Michigan,https://draftscout.com/dsprofile.php?PlayerId=1024614&DraftYear=2022,2022,107,,0.33920704845814975
162, Bryce Nunnelly   (DS#162 WR/Overall: #9999), WR,73,190.0,4.49 - 4.65,Cleveland,TN,,,Walker Valley,Western Michigan,https://draftscout.com/dsprofile.php?PlayerId=1023768&DraftYear=2022,2022,107,,0.29955947136563876
8, Khalil Shakir   (DS#8 WR/Overall: #9999), WR,72,190.0,4.37 - 4.56,Murrieta,CA,,,Vista Murrieta,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1018018&DraftYear=2022,2022,108,,0.9691629955947136
11, Shane Irwin   (DS#11 DE/Overall: #9999), DE,75,254.0,4.65 - 4.85,Palos Verdes Estates,CA,,,Palos Verdes,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1051481&DraftYear=2022,2022,108,,0.9090909090909091
16, Kekaula Kaniho   (DS#16 FS/Overall: #9999), FS,70,183.0,4.42 - 4.62,Kahuku,HI,,,Kahuku,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1022548&DraftYear=2022,2022,108,,0.8117647058823529
17, Jack Sears   (DS#17 QB/Overall: #9999), QB,74,219.0,4.74 - 4.93,San Clemente,CA,,,San Clemente,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1021762&DraftYear=2022,2022,108,,0.7875
18, John Ojukwu   (DS#18 OT/Overall: #9999), OT,77,311.0,5.20 - 5.43,Boise,ID,,,Boise,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1023691&DraftYear=2022,2022,108,,0.7692307692307692
31, Riley Whimpey   (DS#31 OLB/Overall: #9999), OLB,73,230.0,4.68 - 4.87,San Clemente,CA,,,San Clemente,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1028623&DraftYear=2022,2022,108,,0.7862068965517242
31, Andrew Van Buren   (DS#31 RB/Overall: #9999), RB,71,228.0,4.53 - 4.72,West Hills,CA,,,Chaminade Prep,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1018016&DraftYear=2022,2022,108,,0.7115384615384616
48, Jalen Walker   (DS#48 CB/Overall: #9999), CB,72,190.0,4.42 - 4.60,Lawndale,CA,,,Lawndale,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1018849&DraftYear=2022,2022,108,,0.7235294117647059
61, Nick Crabtree   (DS#61 OT/Overall: #9999), OT,78,315.0,5.14 - 5.35,Huntington Beach,CA,,,Huntington Beach,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1018023&DraftYear=2022,2022,108,,0.21794871794871795
70, Divine Obichere   (DS#70 DT/Overall: #9999), DT,74,314.0,5.12 - 5.34,Los Angeles,CA,,,Westchester,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1052407&DraftYear=2022,2022,108,,0.3457943925233645
75, Benton Wickersham   (DS#75 ILB/Overall: #9999), ILB,73,226.0,4.73 - 4.92,Elko,NV,,,Elko,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1028625&DraftYear=2022,2022,108,,0.4065040650406504
75, Tyreque Jones   (DS#75 FS/Overall: #9999), FS,73,201.0,4.52 - 4.70,San Bernardino,CA,,,San Gorgonio,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1022828&DraftYear=2022,2022,108,,0.12941176470588234
85, Jake Stetz   (DS#85 OG/Overall: #9999), OG,74,301.0,5.24 - 5.45,San Marcos,CA,,,Mission Hills,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1028615&DraftYear=2022,2022,108,,0.5029585798816568
91, Sam Whitney   (DS#91 OLB/Overall: #9999), OLB,74,225.0,4.68 - 4.87,Folsom,CA,,,Folsom,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1028619&DraftYear=2022,2022,108,,0.37241379310344824
93, Roman Kafentzis   (DS#93 SS/Overall: #9999), SS,73,210.0,4.53 - 4.72,Rancho Santa Margari,CA,,,Mater Dei,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1023529&DraftYear=2022,2022,108,,0.18918918918918914
105, CT Thomas   (DS#105 WR/Overall: #9999), WR,68,175.0,4.36 - 4.54,Lancaster,TX,,,Lancaster,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1022138&DraftYear=2022,2022,108,,0.5462555066079295
106, Ezekiel Noa   (DS#106 ILB/Overall: #9999), ILB,71,244.0,4.75 - 4.94,Spring Valley,CA,,,Helix,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1022738&DraftYear=2022,2022,108,,0.1544715447154471
206, Octavius Evans   (DS#206 WR/Overall: #9999), WR,72,205.0,4.55 - 4.74,Center,TX,,,Center,Boise State,https://draftscout.com/dsprofile.php?PlayerId=1022708&DraftYear=2022,2022,108,,0.11894273127753308
10, Ronnie Rivers   (DS#10 RB/Overall: #9999), RB,68,195.0,4.42 - 4.60,Brentwood,CA,,,Freedom,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1024912&DraftYear=2022,2022,109,,0.9038461538461539
23, Isaiah Johnson   (DS#23 DE/Overall: #9999), DE,74,250.0,4.76 - 4.95,Modesto,CA,,,Downey,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1028434&DraftYear=2022,2022,109,,0.8099173553719008
24, Jacob Westberry   (DS#24 LS/Overall: #9999), LS,74,270.0,5.17 - 5.40,Bradenton,FL,,,Saint Stephens Episcopal,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1028441&DraftYear=2022,2022,109,,0.14814814814814814
27, Juan Rodriguez   (DS#27 FB/Overall: #9999), FB,73,248.0,4.74 - 4.92,Portola,CA,,,Portola,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1048195&DraftYear=2022,2022,109,,0.1875
45, Kevin Atkins   (DS#45 DT/Overall: #9999), DT,73,320.0,5.00 - 5.18,Murrieta,CA,,,Vista Murrieta,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1028430&DraftYear=2022,2022,109,,0.5794392523364487
47, Jake Haener   (DS#47 QB/Overall: #9999), QB,72,194.0,4.72 - 4.90,Danville,CA,,,Monte Vista,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1022435&DraftYear=2022,2022,109,,0.42500000000000004
59, Dontae Bull   (DS#59 OT/Overall: #9999), OT,78,335.0,5.42 - 5.60,Victoria,British Columbia,CAN,,Belmont Secondary,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1024221&DraftYear=2022,2022,109,,0.2435897435897436
64, Aaron Mosby   (DS#64 OLB/Overall: #9999), OLB,75,250.0,4.65 - 4.86,Sanger,CA,,,Sanger,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1023838&DraftYear=2022,2022,109,,0.5586206896551724
68, Matt Smith   (DS#68 C/Overall: #9999), C,72,290.0,5.20 - 5.38,Long Beach,CA,,,St. John Bosco,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1028423&DraftYear=2022,2022,109,,0.14473684210526316
79, Kwami Jones   (DS#79 DE/Overall: #9999), DE,74,252.0,4.76 - 4.95,San Francisco,CA,,,Serra,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1028433&DraftYear=2022,2022,109,,0.3553719008264463
82, Raymond Pauwels Jr.   (DS#82 TE/Overall: #9999), TE,75,249.0,4.66 - 4.85,Litchfield Park,AZ,,,Millennium,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1025233&DraftYear=2022,2022,109,,0.10344827586206895
86, David Perales   (DS#86 OLB/Overall: #9999), OLB,74,240.0,4.68 - 4.87,Merced,CA,,,Merced,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1048193&DraftYear=2022,2022,109,,0.40689655172413797
87, Wylan Free   (DS#87 CB/Overall: #9999), CB,73,175.0,4.42 - 4.62,Compton,CA,,,Lynwood,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1023278&DraftYear=2022,2022,109,,0.49411764705882355
101, Quireo Woodley   (DS#101 OG/Overall: #9999), OG,75,318.0,5.25 - 5.44,Murrieta,CA,,,Murrieta Valley,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1025237&DraftYear=2022,2022,109,,0.40828402366863903
105, Daron Bland   (DS#105 CB/Overall: #9999), CB,72,205.0,4.51 - 4.72,Modesto,CA,,,Central Catholic,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1037405&DraftYear=2022,2022,109,,0.388235294117647
107, Deonte Perry   (DS#107 SS/Overall: #9999), SS,71,191.0,4.46 - 4.64,Canoga Park,CA,,,Canoga Park,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1025246&DraftYear=2022,2022,109,,0.06306306306306309
111, Keric Wheatfall   (DS#111 WR/Overall: #9999), WR,73,175.0,4.38 - 4.58,Cypress,TX,,,Cypress Ranch,Fresno State,https://draftscout.com/dsprofile.php?PlayerId=1025226&DraftYear=2022,2022,109,,0.5198237885462555
23, Solo Vaipulu   (DS#23 OG/Overall: #9999), OG,74,300.0,5.06 - 5.28,Riverside,CA,,,Corona Centennial,Hawaii,https://draftscout.com/dsprofile.php?PlayerId=1025325&DraftYear=2022,2022,110,,0.8698224852071006
32, Adam Stack   (DS#32 P/Overall: #9999), P,73,180.0,4.80 - 5.00,Kailua,Oahu,HI,,Kamehameha Schools- Kapalama,Hawaii,https://draftscout.com/dsprofile.php?PlayerId=1024943&DraftYear=2022,2022,110,,0.3191489361702128
45, Quentin Frazier   (DS#45 SS/Overall: #9999), SS,72,195.0,4.54 - 4.72,San Diego,CA,,,Mater Dei Catholic,Hawaii,https://draftscout.com/dsprofile.php?PlayerId=1023510&DraftYear=2022,2022,110,,0.5945945945945945
53, Gene Pryor   (DS#53 OG/Overall: #9999), OG,75,310.0,5.22 - 5.42,Visalia,CA,,,Mount Whitney,Hawaii,https://draftscout.com/dsprofile.php?PlayerId=1025328&DraftYear=2022,2022,110,,0.6923076923076923
63, Michael Eletise   (DS#63 OG/Overall: #9999), OG,75,350.0,5.38 - 5.58,Honolulu,Oahu,HI,,Kaiser,Hawaii,https://draftscout.com/dsprofile.php?PlayerId=1028830&DraftYear=2022,2022,110,,0.6331360946745562
66, Cortez Davis   (DS#66 CB/Overall: #9999), CB,70,180.0,4.42 - 4.63,Decatur,GA,,,Flowery Branch,Hawaii,https://draftscout.com/dsprofile.php?PlayerId=1037572&DraftYear=2022,2022,110,,0.6176470588235294
79, Jared Smart   (DS#79 WR/Overall: #9999), WR,72,190.0,4.46 - 4.64,Dublin,CA,,,Dublin,Hawaii,https://draftscout.com/dsprofile.php?PlayerId=1025317&DraftYear=2022,2022,110,,0.6607929515418502
98, Khoury Bethley   (DS#98 SS/Overall: #9999), SS,70,200.0,4.50 - 4.68,Chino,CA,,,Don Lugo,Hawaii,https://draftscout.com/dsprofile.php?PlayerId=1025390&DraftYear=2022,2022,110,,0.14414414414414412
101, Calvin Turner   (DS#101 RB/Overall: #9999), RB,72,195.0,4.42 - 4.60,Savannah,GA,,,New Hampstead,Hawaii,https://draftscout.com/dsprofile.php?PlayerId=1028385&DraftYear=2022,2022,110,,0.04807692307692313
103, Justus Tavai   (DS#103 DT/Overall: #9999), DT,74,295.0,5.05 - 5.26,Inglewood,CA,,,Mira Costa,Hawaii,https://draftscout.com/dsprofile.php?PlayerId=1025377&DraftYear=2022,2022,110,,0.03738317757009346
103, Penei Pavihi   (DS#103 ILB/Overall: #9999), ILB,74,245.0,4.74 - 4.95,Pago Pago,AS,,,Tafuna,Hawaii,https://draftscout.com/dsprofile.php?PlayerId=1025607&DraftYear=2022,2022,110,,0.17886178861788615
130, Ilm Manning   (DS#130 OG/Overall: #9999), OG,76,280.0,5.04 - 5.25,Glendale,AZ,,,Apollo,Hawaii,https://draftscout.com/dsprofile.php?PlayerId=1025343&DraftYear=2022,2022,110,,0.23668639053254437
10, Reeves Blankenship   (DS#10 LS/Overall: #9999), LS,75,230.0,4.83 - 5.04,Springfield,LA,,,Springfield,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1037581&DraftYear=2022,2022,111,,0.6296296296296297
26, Jacob Adams   (DS#26 FB/Overall: #9999), FB,71,228.0,4.75 - 4.95,West Monroe,LA,,,West Monroe,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1046878&DraftYear=2022,2022,111,,0.21875
35, Kellton Hollins   (DS#35 C/Overall: #9999), C,74,292.0,5.08 - 5.30,Zachary,LA,,,Zachary,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1026249&DraftYear=2022,2022,111,,0.5526315789473684
36, Luke Anthony   (DS#36 QB/Overall: #9999), QB,72,210.0,4.90 - 5.08,Fort Worth,TX,,,All Saints Episcopal,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1027853&DraftYear=2022,2022,111,,0.5625
42, Trey Baldwin   (DS#42 OLB/Overall: #9999), OLB,73,233.0,4.67 - 4.86,Orange,TX,,,Cypress Falls,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1017954&DraftYear=2022,2022,111,,0.7103448275862069
44, Khalil Ladler   (DS#44 FS/Overall: #9999), FS,71,190.0,4.46 - 4.65,Stone Mountain,GA,,,IMG Academy,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1023570&DraftYear=2022,2022,111,,0.48235294117647054
49, Willie Baker   (DS#49 DE/Overall: #9999), DE,75,247.0,4.80 - 5.00,New Roads,LA,,,Livonia,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1017941&DraftYear=2022,2022,111,,0.5950413223140496
67, Gerald Wilbon   (DS#67 DT/Overall: #9999), DT,74,325.0,5.34 - 5.56,Saint Rose,LA,,,Destrehan,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1018898&DraftYear=2022,2022,111,,0.3738317757009346
69, Ezekiel Barnett   (DS#69 OLB/Overall: #9999), OLB,73,207.0,4.58 - 4.78,Benton,LA,,,Benton,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1017955&DraftYear=2022,2022,111,,0.5241379310344827
75, Samuel Williams   (DS#75 OT/Overall: #9999), OT,79,318.0,5.26 - 5.45,Fordyce,AR,,,Bearden,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1025515&DraftYear=2022,2022,111,,0.038461538461538436
100, Isaiah Graham   (DS#100 WR/Overall: #9999), WR,71,188.0,4.38 - 4.57,Bastrop,LA,,,Bastrop,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1004354&DraftYear=2022,2022,111,,0.5682819383259912
102, Jaiden Cole   (DS#102 SS/Overall: #9999), SS,72,202.0,4.50 - 4.68,Monroe,LA,,,Neville,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1017969&DraftYear=2022,2022,111,,0.10810810810810811
124, Abraham Delfin   (DS#124 OG/Overall: #9999), OG,73,303.0,5.24 - 5.45,Plaquemine,LA,,,Plaquemine,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1017919&DraftYear=2022,2022,111,,0.272189349112426
151, Joshua Mote   (DS#151 OG/Overall: #9999), OG,74,287.0,4.95 - 5.15,Oak Grove,LA,,,Oak Grove,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1017923&DraftYear=2022,2022,111,,0.1124260355029586
215, Griffin Hebert   (DS#215 WR/Overall: #9999), WR,74,217.0,4.45 - 4.63,Lafayette,LA,,,St. Thomas More,Louisiana Tech,https://draftscout.com/dsprofile.php?PlayerId=1017911&DraftYear=2022,2022,111,,0.08370044052863435
5, Romeo Doubs   (DS#5 WR/Overall: #9999), WR,74,200.0,4.36 - 4.54,Los Angeles,CA,,,Jefferson,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1025622&DraftYear=2022,2022,113,,0.9823788546255506
6, Cole Turner   (DS#6 TE/Overall: #9999), TE,77,240.0,4.64 - 4.82,Clackamas,OR,,,Clackamas,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1048332&DraftYear=2022,2022,113,,0.9425287356321839
10, Dom Peterson   (DS#10 DT/Overall: #9999), DT,72,285.0,4.90 - 5.08,Harbor City,CA,,,Narbonne,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1025606&DraftYear=2022,2022,113,,0.9065420560747663
29, Julian Diaz   (DS#29 P/Overall: #9999), P,73,215.0,4.95 - 5.15,Lincoln,CA,,,Lincoln,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1048285&DraftYear=2022,2022,113,,0.3829787234042553
40, Toa Taua   (DS#40 RB/Overall: #9999), RB,68,210.0,4.50 - 4.68,Lompoc,CA,,,Lompoc,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1024716&DraftYear=2022,2022,113,,0.625
49, Aaron Frost   (DS#49 OT/Overall: #9999), OT,77,310.0,5.27 - 5.48,Long Beach,CA,,,Long Beach Poly,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1024672&DraftYear=2022,2022,113,,0.3717948717948718
56, Elijah Cooks   (DS#56 WR/Overall: #9999), WR,76,215.0,4.46 - 4.65,Atascadero,CA,,,Atascadero,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1025346&DraftYear=2022,2022,113,,0.762114537444934
64, Lawson Hall   (DS#64 ILB/Overall: #9999), ILB,72,235.0,4.74 - 4.93,Harbor City,CA,,,Narbonne,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1048293&DraftYear=2022,2022,113,,0.4878048780487805
71, Sam Hammond   (DS#71 DE/Overall: #9999), DE,76,265.0,4.90 - 5.08,Yerington,NV,,,Yerington,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1031208&DraftYear=2022,2022,113,,0.42148760330578516
72, Tyler Orsini   (DS#72 C/Overall: #9999), C,74,295.0,5.17 - 5.38,Ventura,CA,,,Royal,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1048319&DraftYear=2022,2022,113,,0.09210526315789469
96, Tyson Williams   (DS#96 SS/Overall: #9999), SS,69,200.0,4.45 - 4.65,Dothan,AL,,,Dothan,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1025292&DraftYear=2022,2022,113,,0.16216216216216217
122, Lamin Touray   (DS#122 ILB/Overall: #9999), ILB,72,235.0,4.68 - 4.87,Mission Hills,CA,,,Bishop Alemany,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1022415&DraftYear=2022,2022,113,,0.04065040650406504
123, Jermaine Ledbetter   (DS#123 OG/Overall: #9999), OG,74,320.0,5.35 - 5.54,Saint Petersburg,FL,,,Boca Ciega,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1048307&DraftYear=2022,2022,113,,0.2781065088757396
127, Daiyan Henley   (DS#127 OLB/Overall: #9999), OLB,73,220.0,4.62 - 4.80,Los Angeles,CA,,,Crenshaw,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1024657&DraftYear=2022,2022,113,,0.13103448275862073
137, Berdale Robins   (DS#137 CB/Overall: #9999), CB,69,170.0,4.50 - 4.68,Los Angeles,CA,,,Los Angeles,Nevada,https://draftscout.com/dsprofile.php?PlayerId=1017809&DraftYear=2022,2022,113,,0.21764705882352942
13, Jordan Myers   (DS#13 FB/Overall: #9999), FB,73,217.0,4.54 - 4.75,Dickinson,TX,,,Dickinson,Rice,https://draftscout.com/dsprofile.php?PlayerId=1018448&DraftYear=2022,2022,114,,0.625
56, Elijah Garcia   (DS#56 DT/Overall: #9999), DT,76,302.0,5.04 - 5.25,San Antonio,TX,,,Stevens,Rice,https://draftscout.com/dsprofile.php?PlayerId=1025419&DraftYear=2022,2022,114,,0.47663551401869164
114, Antonio Montero   (DS#114 ILB/Overall: #9999), ILB,72,216.0,4.64 - 4.83,Eden Prairie,MN,,,Eden Prairie,Rice,https://draftscout.com/dsprofile.php?PlayerId=1024388&DraftYear=2022,2022,114,,0.10569105691056913
127, Shea Baker   (DS#127 OG/Overall: #9999), OG,73,302.0,5.16 - 5.38,Round Rock,TX,,,Cedar Ridge,Rice,https://draftscout.com/dsprofile.php?PlayerId=1024670&DraftYear=2022,2022,114,,0.2544378698224852
10, Cade Hall   (DS#10 DE/Overall: #9999), DE,74,258.0,4.70 - 4.88,Moragn Hill,CA,,,Bellarmine Prep,San Jose State,https://draftscout.com/dsprofile.php?PlayerId=1030147&DraftYear=2022,2022,115,,0.9173553719008265
10, Derrick Deese Jr.   (DS#10 TE/Overall: #9999), TE,76,235.0,4.68 - 4.87,La Palma,CA,,,Kennedy,San Jose State,https://draftscout.com/dsprofile.php?PlayerId=1018064&DraftYear=2022,2022,115,,0.9080459770114943
14, Nick Starkel   (DS#14 QB/Overall: #9999), QB,74,214.0,4.82 - 5.00,Argyle,TX,,,Liberty Christian,San Jose State,https://draftscout.com/dsprofile.php?PlayerId=1018671&DraftYear=2022,2022,115,,0.825
